patient_id,filename,fold
49896,49896_TV.wav,0
49900,49900_AV.wav,0
49900,49900_MV.wav,0
49930,49930_AV.wav,0
49930,49930_MV.wav,0
49930,49930_PV.wav,0
49930,49930_TV.wav,0
49946,49946_MV.wav,0
49946,49946_PV.wav,0
49946,49946_TV.wav,0
49959,49959_AV.wav,0
49959,49959_MV.wav,0
49968,49968_MV.wav,0
49968,49968_PV.wav,0
49968,49968_TV.wav,0
49980,49980_AV.wav,0
49980,49980_MV.wav,0
49980,49980_PV.wav,0
49980,49980_TV.wav,0
49983,49983_AV.wav,0
49983,49983_MV.wav,0
49983,49983_PV.wav,0
49983,49983_TV.wav,0
49989,49989_MV.wav,0
49989,49989_PV.wav,0
49999,49999_AV.wav,0
49999,49999_MV.wav,0
49999,49999_PV.wav,0
49999,49999_TV.wav,0
50004,50004_MV.wav,0
50004,50004_PV.wav,0
50004,50004_TV.wav,0
50005,50005_MV.wav,0
50017,50017_AV.wav,0
50017,50017_MV.wav,0
50017,50017_PV.wav,0
50017,50017_TV.wav,0
50023,50023_AV.wav,0
50023,50023_MV.wav,0
50023,50023_PV.wav,0
50023,50023_TV.wav,0
50049,50049_AV.wav,0
50049,50049_MV.wav,0
50049,50049_PV.wav,0
50049,50049_TV.wav,0
50054,50054_AV.wav,0
50054,50054_MV.wav,0
50054,50054_PV.wav,0
50054,50054_TV.wav,0
50057,50057_MV.wav,0
50057,50057_PV.wav,0
50057,50057_TV.wav,0
50061,50061_AV.wav,0
50061,50061_MV.wav,0
50061,50061_PV.wav,0
50061,50061_TV.wav,0
50066,50066_AV.wav,0
50066,50066_MV.wav,0
50070,50070_AV.wav,0
50070,50070_MV.wav,0
50070,50070_PV.wav,0
50070,50070_TV.wav,0
50074,50074_AV.wav,0
50074,50074_MV.wav,0
50074,50074_PV.wav,0
50074,50074_TV.wav,0
50077,50077_MV.wav,0
50085,50085_AV.wav,0
50085,50085_MV.wav,0
50085,50085_PV.wav,0
50085,50085_TV.wav,0
50100,50100_AV.wav,0
50100,50100_MV.wav,0
50105,50105_MV.wav,0
50105,50105_PV.wav,0
50105,50105_TV.wav,0
50118,50118_MV.wav,0
50118,50118_PV.wav,0
50118,50118_TV.wav,0
50122,50122_MV.wav,0
50122,50122_PV.wav,0
50122,50122_TV.wav,0
50127,50127_AV.wav,0
50127,50127_MV.wav,0
50127,50127_PV.wav,0
50127,50127_TV.wav,0
50129,50129_AV.wav,0
50129,50129_MV.wav,0
50129,50129_PV.wav,0
50129,50129_TV.wav,0
50143,50143_PV.wav,0
50143,50143_TV.wav,0
50161,50161_MV.wav,0
50161,50161_PV.wav,0
50161,50161_TV.wav,0
50168,50168_MV.wav,0
50168,50168_PV.wav,0
50168,50168_TV.wav,0
50204,50204_AV.wav,0
50204,50204_MV_1.wav,0
50204,50204_MV_2.wav,0
50206,50206_MV.wav,0
50206,50206_PV.wav,0
50206,50206_TV.wav,0
50214,50214_AV.wav,0
50214,50214_MV.wav,0
50219,50219_AV.wav,0
50219,50219_MV.wav,0
50219,50219_PV.wav,0
50220,50220_AV.wav,0
50220,50220_MV.wav,0
50221,50221_AV.wav,0
50221,50221_MV.wav,0
50222,50222_PV.wav,0
50222,50222_TV.wav,0
50225,50225_AV.wav,0
50225,50225_MV.wav,0
50225,50225_PV.wav,0
50225,50225_TV.wav,0
50228,50228_AV.wav,0
50228,50228_MV.wav,0
50230,50230_AV.wav,0
50230,50230_MV.wav,0
50230,50230_PV.wav,0
50230,50230_TV.wav,0
50238,50238_AV.wav,0
50238,50238_MV.wav,0
50238,50238_PV.wav,0
50238,50238_TV.wav,0
50254,50254_AV.wav,0
50254,50254_MV.wav,0
50254,50254_PV.wav,0
50254,50254_TV.wav,0
50255,50255_AV.wav,0
50255,50255_MV.wav,0
50260,50260_AV.wav,0
50260,50260_MV.wav,0
50260,50260_PV.wav,0
50260,50260_TV.wav,0
50271,50271_AV.wav,0
50271,50271_MV.wav,0
50271,50271_PV.wav,0
50271,50271_TV.wav,0
50276,50276_AV.wav,0
50276,50276_MV.wav,0
50276,50276_PV.wav,0
50276,50276_TV.wav,0
50284,50284_AV.wav,0
50284,50284_MV.wav,0
50284,50284_PV.wav,0
50284,50284_TV.wav,0
50291,50291_AV.wav,0
50291,50291_MV.wav,0
50291,50291_PV.wav,0
50297,50297_AV.wav,0
50297,50297_MV.wav,0
50297,50297_PV.wav,0
50297,50297_TV.wav,0
50303,50303_AV.wav,0
50303,50303_MV.wav,0
50303,50303_PV.wav,0
50314,50314_AV.wav,0
50314,50314_MV.wav,0
50314,50314_PV.wav,0
50314,50314_TV.wav,0
50316,50316_AV.wav,0
50316,50316_MV.wav,0
50317,50317_AV.wav,0
50317,50317_PV.wav,0
50317,50317_TV.wav,0
50323,50323_AV.wav,0
50323,50323_MV.wav,0
50323,50323_PV.wav,0
50323,50323_TV.wav,0
50325,50325_AV.wav,0
50325,50325_MV.wav,0
50325,50325_PV.wav,0
50325,50325_TV.wav,0
50336,50336_MV.wav,0
50336,50336_PV.wav,0
50336,50336_TV.wav,0
50337,50337_MV.wav,0
50337,50337_PV.wav,0
50337,50337_TV.wav,0
50345,50345_MV.wav,0
50345,50345_PV.wav,0
50345,50345_TV.wav,0
50348,50348_AV_1.wav,0
50348,50348_AV_2.wav,0
50348,50348_MV.wav,0
50348,50348_PV.wav,0
50348,50348_TV.wav,0
50359,50359_AV.wav,0
50359,50359_MV.wav,0
50359,50359_PV.wav,0
50359,50359_TV.wav,0
50385,50385_AV.wav,0
50385,50385_MV.wav,0
50385,50385_PV.wav,0
50385,50385_TV.wav,0
50386,50386_AV.wav,0
50386,50386_MV.wav,0
50386,50386_PV.wav,0
50386,50386_TV.wav,0
50388,50388_AV.wav,0
50388,50388_MV.wav,0
50388,50388_PV.wav,0
50388,50388_TV.wav,0
50393,50393_AV.wav,0
50393,50393_MV.wav,0
50393,50393_PV.wav,0
50393,50393_TV.wav,0
50620,50620_PV.wav,0
50620,50620_TV.wav,0
50624,50624_AV.wav,0
50624,50624_MV.wav,0
50624,50624_PV.wav,0
50624,50624_TV.wav,0
50625,50625_AV.wav,0
50625,50625_MV.wav,0
50626,50626_AV.wav,0
50626,50626_MV.wav,0
50629,50629_AV.wav,0
50629,50629_MV.wav,0
50636,50636_AV.wav,0
50636,50636_MV.wav,0
50639,50639_PV.wav,0
50639,50639_TV.wav,0
50640,50640_MV.wav,0
50643,50643_AV.wav,0
50643,50643_MV.wav,0
50644,50644_AV.wav,0
50644,50644_MV.wav,0
50645,50645_AV.wav,0
50645,50645_MV.wav,0
50645,50645_PV.wav,0
50645,50645_TV.wav,0
50646,50646_AV.wav,0
50646,50646_MV.wav,0
50649,50649_AV.wav,0
50649,50649_MV.wav,0
50649,50649_PV.wav,0
50649,50649_TV.wav,0
50654,50654_AV.wav,0
50654,50654_PV.wav,0
50654,50654_TV.wav,0
50656,50656_AV.wav,0
50656,50656_MV.wav,0
50656,50656_PV.wav,0
50656,50656_TV_1.wav,0
50656,50656_TV_2.wav,0
50657,50657_AV.wav,0
50657,50657_MV.wav,0
50657,50657_PV.wav,0
50657,50657_TV.wav,0
50659,50659_AV.wav,0
50659,50659_MV.wav,0
50659,50659_PV.wav,0
50659,50659_TV.wav,0
50664,50664_AV.wav,0
50664,50664_PV.wav,0
50668,50668_AV.wav,0
50668,50668_MV.wav,0
50668,50668_PV.wav,0
50668,50668_TV.wav,0
50669,50669_AV.wav,0
50669,50669_MV.wav,0
50669,50669_PV.wav,0
50669,50669_TV.wav,0
50671,50671_MV.wav,0
50677,50677_AV.wav,0
50677,50677_PV.wav,0
50678,50678_MV.wav,0
50678,50678_PV.wav,0
50678,50678_TV.wav,0
50680,50680_AV.wav,0
50680,50680_MV.wav,0
50680,50680_PV.wav,0
50680,50680_TV.wav,0
50685,50685_AV.wav,0
50685,50685_MV.wav,0
50685,50685_TV.wav,0
50704,50704_AV.wav,0
50704,50704_MV.wav,0
50708,50708_AV.wav,0
50708,50708_MV.wav,0
50708,50708_PV.wav,0
50708,50708_TV.wav,0
50715,50715_AV.wav,0
50715,50715_MV.wav,0
50715,50715_PV.wav,0
50715,50715_TV.wav,0
50723,50723_AV.wav,0
50723,50723_MV.wav,0
50723,50723_PV.wav,0
50723,50723_TV.wav,0
50725,50725_AV.wav,0
50725,50725_MV.wav,0
50725,50725_PV.wav,0
50725,50725_TV.wav,0
50735,50735_AV.wav,0
50735,50735_MV.wav,0
50735,50735_PV.wav,0
50735,50735_TV.wav,0
50739,50739_AV.wav,0
50739,50739_MV.wav,0
50740,50740_AV.wav,0
50740,50740_MV.wav,0
50740,50740_PV.wav,0
50740,50740_TV.wav,0
50742,50742_AV.wav,0
50742,50742_MV.wav,0
50742,50742_PV.wav,0
50742,50742_TV.wav,0
50744,50744_AV.wav,0
50744,50744_MV.wav,0
50744,50744_PV.wav,0
50744,50744_TV.wav,0
50751,50751_AV.wav,0
50751,50751_MV.wav,0
50751,50751_PV.wav,0
50751,50751_TV.wav,0
50752,50752_AV.wav,0
50752,50752_MV.wav,0
50752,50752_PV.wav,0
50752,50752_TV.wav,0
50762,50762_AV.wav,0
50762,50762_MV.wav,0
50762,50762_PV.wav,0
50762,50762_TV.wav,0
50768,50768_AV.wav,0
50770,50770_AV.wav,0
50770,50770_MV.wav,0
50770,50770_PV.wav,0
50770,50770_TV.wav,0
50771,50771_AV.wav,0
50771,50771_MV.wav,0
50771,50771_PV.wav,0
50771,50771_TV.wav,0
50793,50793_MV.wav,0
50793,50793_PV.wav,0
50793,50793_TV.wav,0
50812,50812_AV.wav,0
50812,50812_MV.wav,0
50812,50812_PV.wav,0
50812,50812_TV.wav,0
50815,50815_AV.wav,0
50815,50815_MV.wav,0
50815,50815_PV.wav,0
50815,50815_TV.wav,0
50820,50820_AV.wav,0
50820,50820_MV.wav,0
50820,50820_PV.wav,0
50820,50820_TV.wav,0
51064,51064_MV.wav,0
59536,59536_AV.wav,0
59536,59536_MV.wav,0
63456,63456_AV.wav,0
63456,63456_MV.wav,0
63456,63456_PV.wav,0
63456,63456_TV.wav,0
64256,64256_MV.wav,0
64256,64256_PV.wav,0
64256,64256_TV.wav,0
64715,64715_MV.wav,0
64715,64715_PV.wav,0
64715,64715_TV.wav,0
68182,68182_AV.wav,0
68182,68182_MV.wav,0
68182,68182_PV.wav,0
68182,68182_TV.wav,0
68213,68213_AV.wav,0
68213,68213_MV.wav,0
68213,68213_PV.wav,0
68213,68213_TV.wav,0
68219,68219_AV.wav,0
68219,68219_MV.wav,0
68219,68219_PV.wav,0
68219,68219_TV.wav,0
68260,68260_AV.wav,0
68260,68260_MV.wav,0
68260,68260_PV.wav,0
68260,68260_TV.wav,0
68292,68292_AV.wav,0
68292,68292_MV.wav,0
68292,68292_PV.wav,0
68292,68292_TV.wav,0
68306,68306_AV.wav,0
68306,68306_MV.wav,0
68306,68306_PV.wav,0
68306,68306_TV.wav,0
68316,68316_AV.wav,0
68316,68316_MV.wav,0
68316,68316_PV.wav,0
68316,68316_TV.wav,0
68327,68327_AV.wav,0
68327,68327_MV.wav,0
68327,68327_PV.wav,0
68327,68327_TV.wav,0
68337,68337_AV.wav,0
68337,68337_MV.wav,0
68337,68337_PV.wav,0
68337,68337_TV.wav,0
68363,68363_AV.wav,0
68363,68363_MV.wav,0
68368,68368_AV.wav,0
68368,68368_MV.wav,0
68368,68368_PV.wav,0
68368,68368_TV.wav,0
68374,68374_AV.wav,0
68374,68374_MV.wav,0
68379,68379_AV.wav,0
68379,68379_MV.wav,0
68379,68379_PV.wav,0
68379,68379_TV.wav,0
68395,68395_PV.wav,0
68395,68395_TV.wav,0
68407,68407_AV.wav,0
68407,68407_MV.wav,0
68407,68407_PV.wav,0
68407,68407_TV.wav,0
68412,68412_AV.wav,0
68412,68412_MV.wav,0
68412,68412_PV.wav,0
68412,68412_TV.wav,0
68435,68435_AV.wav,0
68435,68435_MV.wav,0
68444,68444_AV.wav,0
68444,68444_MV.wav,0
68444,68444_PV.wav,0
68444,68444_TV.wav,0
68487,68487_AV.wav,0
68487,68487_MV.wav,0
68487,68487_PV.wav,0
68487,68487_TV.wav,0
68498,68498_AV.wav,0
68498,68498_MV.wav,0
68498,68498_PV.wav,0
68498,68498_TV.wav,0
68504,68504_AV.wav,0
68504,68504_MV.wav,0
68504,68504_PV.wav,0
68504,68504_TV.wav,0
68545,68545_AV.wav,0
68545,68545_MV.wav,0
68545,68545_PV.wav,0
68545,68545_TV.wav,0
68556,68556_AV.wav,0
68556,68556_MV.wav,0
68576,68576_AV.wav,0
68576,68576_MV.wav,0
68698,68698_AV.wav,0
68698,68698_MV.wav,0
68698,68698_PV.wav,0
68698,68698_TV.wav,0
68702,68702_AV.wav,0
68702,68702_MV.wav,0
68702,68702_PV.wav,0
68702,68702_TV.wav,0
68738,68738_AV.wav,0
68738,68738_MV.wav,0
68738,68738_PV.wav,0
68738,68738_TV.wav,0
68740,68740_AV.wav,0
68740,68740_MV.wav,0
68740,68740_PV.wav,0
68740,68740_TV.wav,0
68796,68796_AV.wav,0
68796,68796_MV.wav,0
68796,68796_PV.wav,0
68796,68796_TV.wav,0
68827,68827_AV.wav,0
68827,68827_PV.wav,0
68827,68827_TV.wav,0
68874,68874_AV.wav,0
68874,68874_MV.wav,0
68874,68874_PV.wav,0
68874,68874_TV.wav,0
68886,68886_AV.wav,0
68886,68886_MV.wav,0
68886,68886_PV.wav,0
68886,68886_TV.wav,0
68888,68888_AV.wav,0
68888,68888_MV.wav,0
68888,68888_PV.wav,0
68888,68888_TV.wav,0
68901,68901_AV.wav,0
68901,68901_MV.wav,0
68901,68901_PV.wav,0
68901,68901_TV.wav,0
68952,68952_AV.wav,0
68952,68952_MV.wav,0
68952,68952_PV.wav,0
68952,68952_TV.wav,0
69060,69060_AV.wav,0
69060,69060_MV.wav,0
69060,69060_PV.wav,0
69060,69060_TV.wav,0
69066,69066_AV.wav,0
69066,69066_MV.wav,0
69066,69066_PV.wav,0
69066,69066_TV.wav,0
69068,69068_AV.wav,0
69068,69068_MV.wav,0
69068,69068_PV.wav,0
69068,69068_TV.wav,0
69093,69093_AV.wav,0
69093,69093_MV.wav,0
69093,69093_PV.wav,0
69093,69093_TV.wav,0
69112,69112_AV.wav,0
69112,69112_MV.wav,0
69112,69112_PV.wav,0
69112,69112_TV.wav,0
69120,69120_AV.wav,0
69120,69120_MV.wav,0
69120,69120_PV.wav,0
69120,69120_TV.wav,0
69125,69125_AV.wav,0
69125,69125_MV.wav,0
69125,69125_PV.wav,0
69125,69125_TV.wav,0
69144,69144_AV.wav,0
69144,69144_MV.wav,0
69144,69144_PV.wav,0
69144,69144_TV.wav,0
69155,69155_MV.wav,0
69155,69155_PV.wav,0
69155,69155_TV.wav,0
69161,69161_AV.wav,0
69161,69161_MV.wav,0
69161,69161_PV.wav,0
69161,69161_TV.wav,0
69174,69174_AV.wav,0
69174,69174_MV.wav,0
69174,69174_PV.wav,0
69174,69174_TV.wav,0
69176,69176_AV.wav,0
69176,69176_MV.wav,0
69176,69176_PV.wav,0
69176,69176_TV.wav,0
72288,72288_PV.wav,0
73497,73497_AV.wav,0
73497,73497_MV.wav,0
73497,73497_PV.wav,0
73497,73497_TV.wav,0
74420,74420_AV.wav,0
74420,74420_MV.wav,0
75440,75440_AV.wav,0
75440,75440_MV.wav,0
75440,75440_PV.wav,0
75440,75440_TV.wav,0
78592,78592_AV.wav,0
78592,78592_MV.wav,0
78592,78592_PV.wav,0
78592,78592_TV.wav,0
84688,84688_MV.wav,0
84689,84689_AV.wav,0
84689,84689_MV.wav,0
84689,84689_PV.wav,0
84689,84689_TV.wav,0
84692,84692_AV.wav,0
84692,84692_MV.wav,0
84692,84692_PV.wav,0
84692,84692_TV.wav,0
84699,84699_AV.wav,0
84699,84699_MV.wav,0
84699,84699_PV.wav,0
84699,84699_TV.wav,0
84709,84709_AV.wav,0
84709,84709_MV.wav,0
84709,84709_PV.wav,0
84709,84709_TV.wav,0
84711,84711_AV.wav,0
84711,84711_MV.wav,0
84711,84711_PV.wav,0
84711,84711_TV.wav,0
84714,84714_AV.wav,0
84714,84714_MV.wav,0
84714,84714_TV.wav,0
84720,84720_AV.wav,0
84724,84724_AV.wav,0
84724,84724_MV.wav,0
84724,84724_PV.wav,0
84724,84724_TV.wav,0
84727,84727_AV.wav,0
84727,84727_MV.wav,0
84727,84727_PV.wav,0
84727,84727_TV.wav,0
84735,84735_AV.wav,0
84735,84735_MV.wav,0
84735,84735_PV.wav,0
84735,84735_TV.wav,0
84736,84736_AV.wav,0
84736,84736_MV.wav,0
84742,84742_AV.wav,0
84742,84742_MV.wav,0
84742,84742_PV.wav,0
84742,84742_TV.wav,0
84743,84743_AV.wav,0
84743,84743_MV.wav,0
84743,84743_PV.wav,0
84743,84743_TV.wav,0
84747,84747_TV.wav,0
84749,84749_AV.wav,0
84749,84749_MV.wav,0
84749,84749_PV.wav,0
84749,84749_TV.wav,0
84750,84750_AV.wav,0
84750,84750_MV.wav,0
84750,84750_PV.wav,0
84750,84750_TV.wav,0
84758,84758_AV.wav,0
84758,84758_MV.wav,0
84758,84758_PV.wav,0
84758,84758_TV.wav,0
84761,84761_AV.wav,0
84761,84761_MV.wav,0
84761,84761_PV.wav,0
84761,84761_TV.wav,0
84776,84776_AV.wav,0
84776,84776_MV.wav,0
84776,84776_PV.wav,0
84776,84776_TV.wav,0
84778,84778_AV.wav,0
84778,84778_MV.wav,0
84778,84778_PV.wav,0
84778,84778_TV.wav,0
84785,84785_AV.wav,0
84785,84785_MV.wav,0
84785,84785_PV.wav,0
84785,84785_TV.wav,0
84796,84796_AV.wav,0
84796,84796_MV.wav,0
84798,84798_AV.wav,0
84798,84798_MV.wav,0
84798,84798_PV.wav,0
84798,84798_TV.wav,0
84809,84809_AV.wav,0
84809,84809_MV.wav,0
84809,84809_PV.wav,0
84809,84809_TV.wav,0
84835,84835_AV.wav,0
84835,84835_MV.wav,0
84835,84835_PV.wav,0
84835,84835_TV.wav,0
84837,84837_AV.wav,0
84837,84837_PV.wav,0
84840,84840_MV.wav,0
84840,84840_TV.wav,0
84852,84852_AV.wav,0
84852,84852_MV.wav,0
84852,84852_PV.wav,0
84852,84852_TV.wav,0
84861,84861_AV.wav,0
84861,84861_MV.wav,0
84861,84861_PV.wav,0
84861,84861_TV.wav,0
84864,84864_AV.wav,0
84864,84864_MV.wav,0
84864,84864_PV.wav,0
84864,84864_TV.wav,0
84870,84870_AV.wav,0
84870,84870_MV.wav,0
84870,84870_PV.wav,0
84870,84870_TV.wav,0
84877,84877_AV.wav,0
84877,84877_MV.wav,0
84877,84877_PV.wav,0
84877,84877_TV.wav,0
84881,84881_AV.wav,0
84881,84881_MV.wav,0
84881,84881_PV.wav,0
84881,84881_TV.wav,0
84885,84885_AV.wav,0
84885,84885_MV.wav,0
84890,84890_AV.wav,0
84890,84890_MV.wav,0
84890,84890_PV.wav,0
84890,84890_TV.wav,0
84893,84893_AV.wav,0
84893,84893_PV.wav,0
84894,84894_AV.wav,0
84894,84894_MV.wav,0
84894,84894_PV.wav,0
84894,84894_TV.wav,0
84917,84917_AV.wav,0
84917,84917_MV.wav,0
84917,84917_PV.wav,0
84917,84917_TV.wav,0
84921,84921_AV.wav,0
84921,84921_MV.wav,0
84921,84921_PV.wav,0
84921,84921_TV.wav,0
84922,84922_AV.wav,0
84922,84922_MV.wav,0
84930,84930_AV.wav,0
84930,84930_MV.wav,0
84930,84930_PV.wav,0
84930,84930_TV.wav,0
84937,84937_AV.wav,0
84937,84937_MV.wav,0
84937,84937_PV.wav,0
84937,84937_TV.wav,0
84939,84939_AV.wav,0
84939,84939_MV.wav,0
84939,84939_PV.wav,0
84939,84939_TV.wav,0
84945,84945_AV.wav,0
84945,84945_MV.wav,0
84945,84945_PV.wav,0
84945,84945_TV.wav,0
84947,84947_AV.wav,0
84947,84947_MV.wav,0
84947,84947_PV.wav,0
84947,84947_TV.wav,0
84969,84969_MV.wav,0
84973,84973_AV.wav,0
84973,84973_MV.wav,0
84973,84973_PV.wav,0
84973,84973_TV.wav,0
84984,84984_MV.wav,0
84984,84984_PV.wav,0
84988,84988_AV.wav,0
84988,84988_MV.wav,0
84988,84988_PV.wav,0
84992,84992_AV.wav,0
84992,84992_PV.wav,0
84992,84992_TV.wav,0
84994,84994_AV.wav,0
84994,84994_MV.wav,0
84994,84994_PV.wav,0
84994,84994_TV.wav,0
85002,85002_AV.wav,0
85002,85002_MV.wav,0
85002,85002_PV.wav,0
85002,85002_TV.wav,0
85010,85010_AV.wav,0
85010,85010_MV.wav,0
85010,85010_PV.wav,0
85010,85010_TV.wav,0
85024,85024_AV.wav,0
85024,85024_MV.wav,0
85024,85024_PV.wav,0
85024,85024_TV.wav,0
85033,85033_AV.wav,0
85033,85033_MV.wav,0
85033,85033_PV.wav,0
85033,85033_TV.wav,0
85043,85043_MV.wav,0
85043,85043_PV.wav,0
85043,85043_TV.wav,0
85044,85044_AV.wav,0
85044,85044_PV.wav,0
85048,85048_AV.wav,0
85048,85048_MV.wav,0
85048,85048_PV.wav,0
85048,85048_TV.wav,0
85075,85075_AV.wav,0
85075,85075_MV.wav,0
85075,85075_PV.wav,0
85075,85075_TV.wav,0
85076,85076_MV.wav,0
85076,85076_PV.wav,0
85084,85084_AV.wav,0
85084,85084_PV.wav,0
85084,85084_TV.wav,0
85105,85105_PV.wav,0
85105,85105_TV.wav,0
85114,85114_AV.wav,0
85114,85114_MV.wav,0
85114,85114_PV.wav,0
85114,85114_TV.wav,0
85123,85123_AV.wav,0
85123,85123_MV.wav,0
85123,85123_PV.wav,0
85123,85123_TV.wav,0
85124,85124_AV.wav,0
85124,85124_MV.wav,0
85124,85124_PV.wav,0
85124,85124_TV.wav,0
85128,85128_AV.wav,0
85128,85128_MV.wav,0
85128,85128_PV.wav,0
85128,85128_TV.wav,0
85133,85133_AV.wav,0
85133,85133_MV.wav,0
85133,85133_PV.wav,0
85133,85133_TV.wav,0
85135,85135_MV.wav,0
85135,85135_PV.wav,0
85135,85135_TV.wav,0
85136,85136_AV.wav,0
85136,85136_MV.wav,0
85136,85136_PV.wav,0
85136,85136_TV.wav,0
85140,85140_AV.wav,0
85140,85140_MV.wav,0
85140,85140_PV.wav,0
85143,85143_AV.wav,0
85143,85143_MV.wav,0
85143,85143_PV.wav,0
85143,85143_TV.wav,0
85145,85145_MV.wav,0
85148,85148_AV.wav,0
85148,85148_MV.wav,0
85148,85148_PV.wav,0
85148,85148_TV.wav,0
85151,85151_AV.wav,0
85151,85151_MV.wav,0
85151,85151_PV.wav,0
85151,85151_TV.wav,0
85155,85155_AV.wav,0
85166,85166_AV.wav,0
85166,85166_MV.wav,0
85166,85166_PV.wav,0
85166,85166_TV.wav,0
85167,85167_PV.wav,0
85167,85167_TV.wav,0
85169,85169_AV.wav,0
85169,85169_MV.wav,0
85169,85169_PV.wav,0
85169,85169_TV.wav,0
85176,85176_AV.wav,0
85176,85176_MV.wav,0
85176,85176_PV.wav,0
85176,85176_TV.wav,0
85180,85180_AV.wav,0
85180,85180_MV.wav,0
85180,85180_PV.wav,0
85180,85180_TV.wav,0
85181,85181_AV.wav,0
85181,85181_PV.wav,0
85182,85182_AV.wav,0
85182,85182_MV.wav,0
85182,85182_PV.wav,0
85182,85182_TV.wav,0
85184,85184_AV.wav,0
85184,85184_MV.wav,0
85184,85184_PV.wav,0
85184,85184_TV.wav,0
85192,85192_AV.wav,0
85192,85192_MV.wav,0
85192,85192_PV.wav,0
85192,85192_TV.wav,0
85196,85196_AV.wav,0
85196,85196_MV.wav,0
85196,85196_PV.wav,0
85196,85196_TV.wav,0
85197,85197_AV.wav,0
85197,85197_MV.wav,0
85197,85197_PV.wav,0
85197,85197_TV.wav,0
85199,85199_AV.wav,0
85199,85199_PV.wav,0
85213,85213_AV.wav,0
85213,85213_MV.wav,0
85213,85213_PV.wav,0
85213,85213_TV.wav,0
85214,85214_AV.wav,0
85214,85214_MV.wav,0
85214,85214_PV.wav,0
85214,85214_TV.wav,0
85222,85222_AV.wav,0
85222,85222_PV.wav,0
85222,85222_TV.wav,0
85225,85225_AV.wav,0
85225,85225_MV.wav,0
85225,85225_PV.wav,0
85225,85225_TV.wav,0
85226,85226_MV.wav,0
85226,85226_PV.wav,0
85226,85226_TV.wav,0
85229,85229_MV.wav,0
85229,85229_PV.wav,0
85229,85229_TV.wav,0
85235,85235_AV.wav,0
85235,85235_MV.wav,0
85235,85235_PV.wav,0
85235,85235_TV.wav,0
85241,85241_AV.wav,0
85241,85241_MV.wav,0
85241,85241_PV.wav,0
85241,85241_TV.wav,0
85242,85242_MV.wav,0
85243,85243_AV.wav,0
85243,85243_PV.wav,0
85245,85245_AV.wav,0
85245,85245_PV.wav,0
85245,85245_TV.wav,0
85246,85246_AV.wav,0
85246,85246_MV.wav,0
85246,85246_PV.wav,0
85246,85246_TV.wav,0
85249,85249_AV.wav,0
85249,85249_MV.wav,0
85249,85249_PV.wav,0
85249,85249_TV.wav,0
85261,85261_AV.wav,0
85261,85261_MV.wav,0
